Symbol,Base Asset,Quote Asset,Status
ETHBTC,ETH,BTC,TRADING
LTCBTC,LTC,BTC,TRADING
BNBBTC,BNB,BTC,TRADING
NEOBTC,NEO,BTC,TRADING
QTUMETH,QTUM,ETH,TRADING
EOSETH,EOS,ETH,TRADING
SNTETH,SNT,ETH,TRADING
BNTETH,BNT,ETH,TRADING
BCCBTC,BCC,BTC,BREAK
GASBTC,GAS,BTC,TRADING
BNBETH,BNB,ETH,TRADING
BTCUSDT,BTC,USDT,TRADING
ETHUSDT,ETH,USDT,TRADING
HSRBTC,HSR,BTC,BREAK
OAXETH,OAX,ETH,BREAK
DNTETH,DNT,ETH,BREAK
MCOETH,MCO,ETH,BREAK
ICNETH,ICN,ETH,BREAK
MCOBTC,MCO,BTC,BREAK
WTCBTC,WTC,BTC,BREAK
WTCETH,WTC,ETH,BREAK
LRCBTC,LRC,BTC,TRADING
LRCETH,LRC,ETH,TRADING
QTUMBTC,QTUM,BTC,TRADING
YOYOBTC,YOYO,BTC,BREAK
OMGBTC,OMG,BTC,BREAK
OMGETH,OMG,ETH,BREAK
ZRXBTC,ZRX,BTC,TRADING
ZRXETH,ZRX,ETH,BREAK
STRATBTC,STRAT,BTC,BREAK
STRATETH,STRAT,ETH,BREAK
SNGLSBTC,SNGLS,BTC,BREAK
SNGLSETH,SNGLS,ETH,BREAK
BQXBTC,BQX,BTC,BREAK
BQXETH,BQX,ETH,BREAK
KNCBTC,KNC,BTC,TRADING
KNCETH,KNC,ETH,BREAK
FUNBTC,FUN,BTC,BREAK
FUNETH,FUN,ETH,BREAK
SNMBTC,SNM,BTC,BREAK
SNMETH,SNM,ETH,BREAK
NEOETH,NEO,ETH,BREAK
IOTABTC,IOTA,BTC,TRADING
IOTAETH,IOTA,ETH,TRADING
LINKBTC,LINK,BTC,TRADING
LINKETH,LINK,ETH,TRADING
XVGBTC,XVG,BTC,BREAK
XVGETH,XVG,ETH,TRADING
SALTBTC,SALT,BTC,BREAK
SALTETH,SALT,ETH,BREAK
MDABTC,MDA,BTC,BREAK
MDAETH,MDA,ETH,BREAK
MTLBTC,MTL,BTC,TRADING
MTLETH,MTL,ETH,BREAK
SUBBTC,SUB,BTC,BREAK
SUBETH,SUB,ETH,BREAK
EOSBTC,EOS,BTC,TRADING
SNTBTC,SNT,BTC,TRADING
ETCETH,ETC,ETH,TRADING
ETCBTC,ETC,BTC,TRADING
MTHBTC,MTH,BTC,BREAK
MTHETH,MTH,ETH,BREAK
ENGBTC,ENG,BTC,BREAK
ENGETH,ENG,ETH,BREAK
DNTBTC,DNT,BTC,BREAK
ZECBTC,ZEC,BTC,TRADING
ZECETH,ZEC,ETH,TRADING
BNTBTC,BNT,BTC,BREAK
ASTBTC,AST,BTC,BREAK
ASTETH,AST,ETH,BREAK
DASHBTC,DASH,BTC,TRADING
DASHETH,DASH,ETH,TRADING
OAXBTC,OAX,BTC,TRADING
ICNBTC,ICN,BTC,BREAK
BTGBTC,BTG,BTC,BREAK
BTGETH,BTG,ETH,BREAK
EVXBTC,EVX,BTC,BREAK
EVXETH,EVX,ETH,BREAK
REQBTC,REQ,BTC,TRADING
REQETH,REQ,ETH,BREAK
VIBBTC,VIB,BTC,TRADING
VIBETH,VIB,ETH,BREAK
HSRETH,HSR,ETH,BREAK
TRXBTC,TRX,BTC,TRADING
TRXETH,TRX,ETH,TRADING
POWRBTC,POWR,BTC,TRADING
POWRETH,POWR,ETH,TRADING
ARKBTC,ARK,BTC,BREAK
ARKETH,ARK,ETH,BREAK
YOYOETH,YOYO,ETH,BREAK
XRPBTC,XRP,BTC,TRADING
XRPETH,XRP,ETH,TRADING
MODBTC,MOD,BTC,BREAK
MODETH,MOD,ETH,BREAK
ENJBTC,ENJ,BTC,TRADING
ENJETH,ENJ,ETH,TRADING
STORJBTC,STORJ,BTC,TRADING
STORJETH,STORJ,ETH,BREAK
BNBUSDT,BNB,USDT,TRADING
VENBNB,VEN,BNB,BREAK
YOYOBNB,YOYO,BNB,BREAK
POWRBNB,POWR,BNB,BREAK
VENBTC,VEN,BTC,BREAK
VENETH,VEN,ETH,BREAK
KMDBTC,KMD,BTC,TRADING
KMDETH,KMD,ETH,BREAK
NULSBNB,NULS,BNB,BREAK
RCNBTC,RCN,BTC,BREAK
RCNETH,RCN,ETH,BREAK
RCNBNB,RCN,BNB,BREAK
NULSBTC,NULS,BTC,TRADING
NULSETH,NULS,ETH,BREAK
RDNBTC,RDN,BTC,BREAK
RDNETH,RDN,ETH,BREAK
RDNBNB,RDN,BNB,BREAK
XMRBTC,XMR,BTC,BREAK
XMRETH,XMR,ETH,BREAK
DLTBNB,DLT,BNB,BREAK
WTCBNB,WTC,BNB,BREAK
DLTBTC,DLT,BTC,BREAK
DLTETH,DLT,ETH,BREAK
AMBBTC,AMB,BTC,BREAK
AMBETH,AMB,ETH,BREAK
AMBBNB,AMB,BNB,BREAK
BCCETH,BCC,ETH,BREAK
BCCUSDT,BCC,USDT,BREAK
BCCBNB,BCC,BNB,BREAK
BATBTC,BAT,BTC,TRADING
BATETH,BAT,ETH,BREAK
BATBNB,BAT,BNB,BREAK
BCPTBTC,BCPT,BTC,BREAK
BCPTETH,BCPT,ETH,BREAK
BCPTBNB,BCPT,BNB,BREAK
ARNBTC,ARN,BTC,BREAK
ARNETH,ARN,ETH,BREAK
GVTBTC,GVT,BTC,BREAK
GVTETH,GVT,ETH,BREAK
CDTBTC,CDT,BTC,BREAK
CDTETH,CDT,ETH,BREAK
GXSBTC,GXS,BTC,BREAK
GXSETH,GXS,ETH,BREAK
NEOUSDT,NEO,USDT,TRADING
NEOBNB,NEO,BNB,BREAK
POEBTC,POE,BTC,BREAK
POEETH,POE,ETH,BREAK
QSPBTC,QSP,BTC,BREAK
QSPETH,QSP,ETH,BREAK
QSPBNB,QSP,BNB,BREAK
BTSBTC,BTS,BTC,BREAK
BTSETH,BTS,ETH,BREAK
BTSBNB,BTS,BNB,BREAK
XZCBTC,XZC,BTC,BREAK
XZCETH,XZC,ETH,BREAK
XZCBNB,XZC,BNB,BREAK
LSKBTC,LSK,BTC,TRADING
LSKETH,LSK,ETH,BREAK
LSKBNB,LSK,BNB,BREAK
TNTBTC,TNT,BTC,BREAK
TNTETH,TNT,ETH,BREAK
FUELBTC,FUEL,BTC,BREAK
FUELETH,FUEL,ETH,BREAK
MANABTC,MANA,BTC,TRADING
MANAETH,MANA,ETH,TRADING
BCDBTC,BCD,BTC,BREAK
BCDETH,BCD,ETH,BREAK
DGDBTC,DGD,BTC,BREAK
DGDETH,DGD,ETH,BREAK
IOTABNB,IOTA,BNB,BREAK
ADXBTC,ADX,BTC,TRADING
ADXETH,ADX,ETH,TRADING
ADXBNB,ADX,BNB,BREAK
ADABTC,ADA,BTC,TRADING
ADAETH,ADA,ETH,TRADING
PPTBTC,PPT,BTC,BREAK
PPTETH,PPT,ETH,BREAK
CMTBTC,CMT,BTC,BREAK
CMTETH,CMT,ETH,BREAK
CMTBNB,CMT,BNB,BREAK
XLMBTC,XLM,BTC,TRADING
XLMETH,XLM,ETH,TRADING
XLMBNB,XLM,BNB,BREAK
CNDBTC,CND,BTC,BREAK
CNDETH,CND,ETH,BREAK
CNDBNB,CND,BNB,BREAK
LENDBTC,LEND,BTC,BREAK
LENDETH,LEND,ETH,BREAK
WABIBTC,WABI,BTC,BREAK
WABIETH,WABI,ETH,BREAK
WABIBNB,WABI,BNB,BREAK
LTCETH,LTC,ETH,TRADING
LTCUSDT,LTC,USDT,TRADING
LTCBNB,LTC,BNB,TRADING
TNBBTC,TNB,BTC,BREAK
TNBETH,TNB,ETH,BREAK
WAVESBTC,WAVES,BTC,BREAK
WAVESETH,WAVES,ETH,BREAK
WAVESBNB,WAVES,BNB,BREAK
GTOBTC,GTO,BTC,BREAK
GTOETH,GTO,ETH,BREAK
GTOBNB,GTO,BNB,BREAK
ICXBTC,ICX,BTC,TRADING
ICXETH,ICX,ETH,BREAK
ICXBNB,ICX,BNB,BREAK
OSTBTC,OST,BTC,BREAK
OSTETH,OST,ETH,BREAK
OSTBNB,OST,BNB,BREAK
ELFBTC,ELF,BTC,TRADING
ELFETH,ELF,ETH,TRADING
AIONBTC,AION,BTC,BREAK
AIONETH,AION,ETH,BREAK
AIONBNB,AION,BNB,BREAK
NEBLBTC,NEBL,BTC,BREAK
NEBLBNB,NEBL,BNB,BREAK
BRDBTC,BRD,BTC,BREAK
BRDETH,BRD,ETH,BREAK
BRDBNB,BRD,BNB,BREAK
MCOBNB,MCO,BNB,BREAK
EDOBTC,EDO,BTC,BREAK
EDOETH,EDO,ETH,BREAK
WINGSBTC,WINGS,BTC,BREAK
WINGSETH,WINGS,ETH,BREAK
NAVBTC,NAV,BTC,BREAK
NAVETH,NAV,ETH,BREAK
NAVBNB,NAV,BNB,BREAK
LUNBTC,LUN,BTC,BREAK
LUNETH,LUN,ETH,BREAK
TRIGBTC,TRIG,BTC,BREAK
TRIGETH,TRIG,ETH,BREAK
TRIGBNB,TRIG,BNB,BREAK
APPCBTC,APPC,BTC,BREAK
APPCETH,APPC,ETH,BREAK
APPCBNB,APPC,BNB,BREAK
VIBEBTC,VIBE,BTC,BREAK
VIBEETH,VIBE,ETH,BREAK
RLCBTC,RLC,BTC,TRADING
RLCETH,RLC,ETH,TRADING
RLCBNB,RLC,BNB,BREAK
INSBTC,INS,BTC,BREAK
INSETH,INS,ETH,BREAK
PIVXBTC,PIVX,BTC,TRADING
PIVXBNB,PIVX,BNB,BREAK
IOSTBTC,IOST,BTC,BREAK
IOSTETH,IOST,ETH,BREAK
CHATBTC,CHAT,BTC,BREAK
CHATETH,CHAT,ETH,BREAK
STEEMBTC,STEEM,BTC,TRADING
STEEMETH,STEEM,ETH,TRADING
STEEMBNB,STEEM,BNB,BREAK
NANOBTC,NANO,BTC,BREAK
NANOETH,NANO,ETH,BREAK
NANOBNB,NANO,BNB,BREAK
VIABTC,VIA,BTC,BREAK
VIAETH,VIA,ETH,BREAK
VIABNB,VIA,BNB,BREAK
BLZBTC,BLZ,BTC,TRADING
BLZETH,BLZ,ETH,BREAK
BLZBNB,BLZ,BNB,BREAK
AEBTC,AE,BTC,BREAK
AEETH,AE,ETH,BREAK
AEBNB,AE,BNB,BREAK
RPXBTC,RPX,BTC,BREAK
RPXETH,RPX,ETH,BREAK
RPXBNB,RPX,BNB,BREAK
NCASHBTC,NCASH,BTC,BREAK
NCASHETH,NCASH,ETH,BREAK
NCASHBNB,NCASH,BNB,BREAK
POABTC,POA,BTC,BREAK
POAETH,POA,ETH,BREAK
POABNB,POA,BNB,BREAK
ZILBTC,ZIL,BTC,TRADING
ZILETH,ZIL,ETH,TRADING
ZILBNB,ZIL,BNB,BREAK
ONTBTC,ONT,BTC,TRADING
ONTETH,ONT,ETH,BREAK
ONTBNB,ONT,BNB,BREAK
STORMBTC,STORM,BTC,BREAK
STORMETH,STORM,ETH,BREAK
STORMBNB,STORM,BNB,BREAK
QTUMBNB,QTUM,BNB,BREAK
QTUMUSDT,QTUM,USDT,TRADING
XEMBTC,XEM,BTC,BREAK
XEMETH,XEM,ETH,BREAK
XEMBNB,XEM,BNB,BREAK
WANBTC,WAN,BTC,TRADING
WANETH,WAN,ETH,BREAK
WANBNB,WAN,BNB,BREAK
WPRBTC,WPR,BTC,BREAK
WPRETH,WPR,ETH,BREAK
QLCBTC,QLC,BTC,BREAK
QLCETH,QLC,ETH,BREAK
SYSBTC,SYS,BTC,TRADING
SYSETH,SYS,ETH,BREAK
SYSBNB,SYS,BNB,BREAK
QLCBNB,QLC,BNB,BREAK
GRSBTC,GRS,BTC,BREAK
GRSETH,GRS,ETH,BREAK
ADAUSDT,ADA,USDT,TRADING
ADABNB,ADA,BNB,TRADING
CLOAKBTC,CLOAK,BTC,BREAK
CLOAKETH,CLOAK,ETH,BREAK
GNTBTC,GNT,BTC,BREAK
GNTETH,GNT,ETH,BREAK
GNTBNB,GNT,BNB,BREAK
LOOMBTC,LOOM,BTC,BREAK
LOOMETH,LOOM,ETH,BREAK
LOOMBNB,LOOM,BNB,BREAK
XRPUSDT,XRP,USDT,TRADING
BCNBTC,BCN,BTC,BREAK
BCNETH,BCN,ETH,BREAK
BCNBNB,BCN,BNB,BREAK
REPBTC,REP,BTC,BREAK
REPBNB,REP,BNB,BREAK
BTCTUSD,BTC,TUSD,TRADING
TUSDBTC,TUSD,BTC,BREAK
ETHTUSD,ETH,TUSD,TRADING
TUSDETH,TUSD,ETH,BREAK
TUSDBNB,TUSD,BNB,BREAK
ZENBTC,ZEN,BTC,TRADING
ZENETH,ZEN,ETH,TRADING
ZENBNB,ZEN,BNB,BREAK
SKYBTC,SKY,BTC,BREAK
SKYETH,SKY,ETH,BREAK
SKYBNB,SKY,BNB,BREAK
EOSUSDT,EOS,USDT,TRADING
EOSBNB,EOS,BNB,BREAK
CVCBTC,CVC,BTC,BREAK
CVCETH,CVC,ETH,BREAK
CVCBNB,CVC,BNB,BREAK
THETABTC,THETA,BTC,TRADING
THETAETH,THETA,ETH,BREAK
THETABNB,THETA,BNB,BREAK
XRPBNB,XRP,BNB,TRADING
TUSDUSDT,TUSD,USDT,TRADING
IOTAUSDT,IOTA,USDT,TRADING
XLMUSDT,XLM,USDT,TRADING
IOTXBTC,IOTX,BTC,TRADING
IOTXETH,IOTX,ETH,TRADING
QKCBTC,QKC,BTC,TRADING
QKCETH,QKC,ETH,BREAK
AGIBTC,AGI,BTC,BREAK
AGIETH,AGI,ETH,BREAK
AGIBNB,AGI,BNB,BREAK
NXSBTC,NXS,BTC,BREAK
NXSETH,NXS,ETH,BREAK
NXSBNB,NXS,BNB,BREAK
ENJBNB,ENJ,BNB,BREAK
DATABTC,DATA,BTC,TRADING
DATAETH,DATA,ETH,BREAK
ONTUSDT,ONT,USDT,TRADING
TRXBNB,TRX,BNB,TRADING
TRXUSDT,TRX,USDT,TRADING
ETCUSDT,ETC,USDT,TRADING
ETCBNB,ETC,BNB,TRADING
ICXUSDT,ICX,USDT,TRADING
SCBTC,SC,BTC,BREAK
SCETH,SC,ETH,TRADING
NPXSBTC,NPXS,BTC,BREAK
NPXSETH,NPXS,ETH,BREAK
VENUSDT,VEN,USDT,BREAK
KEYBTC,KEY,BTC,BREAK
KEYETH,KEY,ETH,BREAK
NASBTC,NAS,BTC,BREAK
NASETH,NAS,ETH,BREAK
NASBNB,NAS,BNB,BREAK
MFTBTC,MFT,BTC,BREAK
MFTETH,MFT,ETH,BREAK
MFTBNB,MFT,BNB,BREAK
DENTBTC,DENT,BTC,BREAK
DENTETH,DENT,ETH,TRADING
ARDRBTC,ARDR,BTC,TRADING
ARDRETH,ARDR,ETH,BREAK
ARDRBNB,ARDR,BNB,BREAK
NULSUSDT,NULS,USDT,TRADING
HOTBTC,HOT,BTC,BREAK
HOTETH,HOT,ETH,TRADING
VETBTC,VET,BTC,TRADING
VETETH,VET,ETH,TRADING
VETUSDT,VET,USDT,TRADING
VETBNB,VET,BNB,TRADING
DOCKBTC,DOCK,BTC,BREAK
DOCKETH,DOCK,ETH,BREAK
POLYBTC,POLY,BTC,BREAK
POLYBNB,POLY,BNB,BREAK
PHXBTC,PHX,BTC,BREAK
PHXETH,PHX,ETH,BREAK
PHXBNB,PHX,BNB,BREAK
HCBTC,HC,BTC,BREAK
HCETH,HC,ETH,BREAK
GOBTC,GO,BTC,BREAK
GOBNB,GO,BNB,BREAK
PAXBTC,PAX,BTC,BREAK
PAXBNB,PAX,BNB,BREAK
PAXUSDT,PAX,USDT,BREAK
PAXETH,PAX,ETH,BREAK
RVNBTC,RVN,BTC,TRADING
DCRBTC,DCR,BTC,TRADING
DCRBNB,DCR,BNB,BREAK
USDCBNB,USDC,BNB,BREAK
MITHBTC,MITH,BTC,BREAK
MITHBNB,MITH,BNB,BREAK
BCHABCBTC,BCHABC,BTC,BREAK
BCHSVBTC,BCHSV,BTC,BREAK
BCHABCUSDT,BCHABC,USDT,BREAK
BCHSVUSDT,BCHSV,USDT,BREAK
BNBPAX,BNB,PAX,BREAK
BTCPAX,BTC,PAX,BREAK
ETHPAX,ETH,PAX,BREAK
XRPPAX,XRP,PAX,BREAK
EOSPAX,EOS,PAX,BREAK
XLMPAX,XLM,PAX,BREAK
RENBTC,REN,BTC,TRADING
RENBNB,REN,BNB,BREAK
BNBTUSD,BNB,TUSD,TRADING
XRPTUSD,XRP,TUSD,TRADING
EOSTUSD,EOS,TUSD,BREAK
XLMTUSD,XLM,TUSD,BREAK
BNBUSDC,BNB,USDC,TRADING
BTCUSDC,BTC,USDC,TRADING
ETHUSDC,ETH,USDC,TRADING
XRPUSDC,XRP,USDC,TRADING
EOSUSDC,EOS,USDC,TRADING
XLMUSDC,XLM,USDC,BREAK
USDCUSDT,USDC,USDT,TRADING
ADATUSD,ADA,TUSD,BREAK
TRXTUSD,TRX,TUSD,BREAK
NEOTUSD,NEO,TUSD,BREAK
TRXXRP,TRX,XRP,TRADING
XZCXRP,XZC,XRP,BREAK
PAXTUSD,PAX,TUSD,BREAK
USDCTUSD,USDC,TUSD,BREAK
USDCPAX,USDC,PAX,BREAK
LINKUSDT,LINK,USDT,TRADING
LINKTUSD,LINK,TUSD,BREAK
LINKPAX,LINK,PAX,BREAK
LINKUSDC,LINK,USDC,TRADING
WAVESUSDT,WAVES,USDT,BREAK
WAVESTUSD,WAVES,TUSD,BREAK
WAVESPAX,WAVES,PAX,BREAK
WAVESUSDC,WAVES,USDC,BREAK
BCHABCTUSD,BCHABC,TUSD,BREAK
BCHABCPAX,BCHABC,PAX,BREAK
BCHABCUSDC,BCHABC,USDC,BREAK
BCHSVTUSD,BCHSV,TUSD,BREAK
BCHSVPAX,BCHSV,PAX,BREAK
BCHSVUSDC,BCHSV,USDC,BREAK
LTCTUSD,LTC,TUSD,BREAK
LTCPAX,LTC,PAX,BREAK
LTCUSDC,LTC,USDC,TRADING
TRXPAX,TRX,PAX,BREAK
TRXUSDC,TRX,USDC,TRADING
BTTBTC,BTT,BTC,BREAK
BTTBNB,BTT,BNB,BREAK
BTTUSDT,BTT,USDT,BREAK
BNBUSDS,BNB,USDS,BREAK
BTCUSDS,BTC,USDS,BREAK
USDSUSDT,USDS,USDT,BREAK
USDSPAX,USDS,PAX,BREAK
USDSTUSD,USDS,TUSD,BREAK
USDSUSDC,USDS,USDC,BREAK
BTTPAX,BTT,PAX,BREAK
BTTTUSD,BTT,TUSD,BREAK
BTTUSDC,BTT,USDC,BREAK
ONGBNB,ONG,BNB,BREAK
ONGBTC,ONG,BTC,TRADING
ONGUSDT,ONG,USDT,TRADING
HOTBNB,HOT,BNB,BREAK
HOTUSDT,HOT,USDT,TRADING
ZILUSDT,ZIL,USDT,TRADING
ZRXBNB,ZRX,BNB,BREAK
ZRXUSDT,ZRX,USDT,TRADING
FETBNB,FET,BNB,TRADING
FETBTC,FET,BTC,TRADING
FETUSDT,FET,USDT,TRADING
BATUSDT,BAT,USDT,TRADING
XMRBNB,XMR,BNB,BREAK
XMRUSDT,XMR,USDT,BREAK
ZECBNB,ZEC,BNB,BREAK
ZECUSDT,ZEC,USDT,TRADING
ZECPAX,ZEC,PAX,BREAK
ZECTUSD,ZEC,TUSD,BREAK
ZECUSDC,ZEC,USDC,BREAK
IOSTUSDT,IOST,USDT,TRADING
CELRBNB,CELR,BNB,BREAK
CELRBTC,CELR,BTC,TRADING
CELRUSDT,CELR,USDT,TRADING
ADAPAX,ADA,PAX,BREAK
ADAUSDC,ADA,USDC,TRADING
NEOPAX,NEO,PAX,BREAK
NEOUSDC,NEO,USDC,TRADING
DASHBNB,DASH,BNB,BREAK
DASHUSDT,DASH,USDT,TRADING
NANOUSDT,NANO,USDT,BREAK
OMGBNB,OMG,BNB,BREAK
OMGUSDT,OMG,USDT,BREAK
THETAUSDT,THETA,USDT,TRADING
ENJUSDT,ENJ,USDT,TRADING
MITHUSDT,MITH,USDT,BREAK
MATICBNB,MATIC,BNB,BREAK
MATICBTC,MATIC,BTC,BREAK
MATICUSDT,MATIC,USDT,BREAK
ATOMBNB,ATOM,BNB,BREAK
ATOMBTC,ATOM,BTC,TRADING
ATOMUSDT,ATOM,USDT,TRADING
ATOMUSDC,ATOM,USDC,TRADING
ATOMPAX,ATOM,PAX,BREAK
ATOMTUSD,ATOM,TUSD,BREAK
ETCUSDC,ETC,USDC,BREAK
ETCPAX,ETC,PAX,BREAK
ETCTUSD,ETC,TUSD,BREAK
BATUSDC,BAT,USDC,BREAK
BATPAX,BAT,PAX,BREAK
BATTUSD,BAT,TUSD,BREAK
PHBBNB,PHB,BNB,BREAK
PHBBTC,PHB,BTC,TRADING
PHBUSDC,PHB,USDC,BREAK
PHBTUSD,PHB,TUSD,BREAK
PHBPAX,PHB,PAX,BREAK
TFUELBNB,TFUEL,BNB,BREAK
TFUELBTC,TFUEL,BTC,TRADING
TFUELUSDT,TFUEL,USDT,TRADING
TFUELUSDC,TFUEL,USDC,BREAK
TFUELTUSD,TFUEL,TUSD,BREAK
TFUELPAX,TFUEL,PAX,BREAK
ONEBNB,ONE,BNB,BREAK
ONEBTC,ONE,BTC,TRADING
ONEUSDT,ONE,USDT,TRADING
ONETUSD,ONE,TUSD,BREAK
ONEPAX,ONE,PAX,BREAK
ONEUSDC,ONE,USDC,BREAK
FTMBNB,FTM,BNB,TRADING
FTMBTC,FTM,BTC,TRADING
FTMUSDT,FTM,USDT,TRADING
FTMTUSD,FTM,TUSD,BREAK
FTMPAX,FTM,PAX,BREAK
FTMUSDC,FTM,USDC,TRADING
BTCBBTC,BTCB,BTC,BREAK
BCPTTUSD,BCPT,TUSD,BREAK
BCPTPAX,BCPT,PAX,BREAK
BCPTUSDC,BCPT,USDC,BREAK
ALGOBNB,ALGO,BNB,BREAK
ALGOBTC,ALGO,BTC,TRADING
ALGOUSDT,ALGO,USDT,TRADING
ALGOTUSD,ALGO,TUSD,BREAK
ALGOPAX,ALGO,PAX,BREAK
ALGOUSDC,ALGO,USDC,TRADING
USDSBUSDT,USDSB,USDT,BREAK
USDSBUSDS,USDSB,USDS,BREAK
GTOUSDT,GTO,USDT,BREAK
GTOPAX,GTO,PAX,BREAK
GTOTUSD,GTO,TUSD,BREAK
GTOUSDC,GTO,USDC,BREAK
ERDBNB,ERD,BNB,BREAK
ERDBTC,ERD,BTC,BREAK
ERDUSDT,ERD,USDT,BREAK
ERDPAX,ERD,PAX,BREAK
ERDUSDC,ERD,USDC,BREAK
DOGEBNB,DOGE,BNB,BREAK
DOGEBTC,DOGE,BTC,TRADING
DOGEUSDT,DOGE,USDT,TRADING
DOGEPAX,DOGE,PAX,BREAK
DOGEUSDC,DOGE,USDC,TRADING
DUSKBNB,DUSK,BNB,BREAK
DUSKBTC,DUSK,BTC,TRADING
DUSKUSDT,DUSK,USDT,TRADING
DUSKUSDC,DUSK,USDC,BREAK
DUSKPAX,DUSK,PAX,BREAK
BGBPUSDC,BGBP,USDC,BREAK
ANKRBNB,ANKR,BNB,BREAK
ANKRBTC,ANKR,BTC,TRADING
ANKRUSDT,ANKR,USDT,TRADING
ANKRTUSD,ANKR,TUSD,BREAK
ANKRPAX,ANKR,PAX,BREAK
ANKRUSDC,ANKR,USDC,BREAK
ONTPAX,ONT,PAX,BREAK
ONTUSDC,ONT,USDC,TRADING
WINBNB,WIN,BNB,TRADING
WINBTC,WIN,BTC,BREAK
WINUSDT,WIN,USDT,TRADING
WINUSDC,WIN,USDC,BREAK
COSBNB,COS,BNB,BREAK
COSBTC,COS,BTC,BREAK
COSUSDT,COS,USDT,TRADING
TUSDBTUSD,TUSDB,TUSD,BREAK
NPXSUSDT,NPXS,USDT,BREAK
NPXSUSDC,NPXS,USDC,BREAK
COCOSBNB,COCOS,BNB,BREAK
COCOSBTC,COCOS,BTC,BREAK
COCOSUSDT,COCOS,USDT,BREAK
MTLUSDT,MTL,USDT,TRADING
TOMOBNB,TOMO,BNB,BREAK
TOMOBTC,TOMO,BTC,BREAK
TOMOUSDT,TOMO,USDT,BREAK
TOMOUSDC,TOMO,USDC,BREAK
PERLBNB,PERL,BNB,BREAK
PERLBTC,PERL,BTC,BREAK
PERLUSDC,PERL,USDC,BREAK
PERLUSDT,PERL,USDT,BREAK
DENTUSDT,DENT,USDT,TRADING
MFTUSDT,MFT,USDT,BREAK
KEYUSDT,KEY,USDT,TRADING
STORMUSDT,STORM,USDT,BREAK
DOCKUSDT,DOCK,USDT,BREAK
WANUSDT,WAN,USDT,TRADING
FUNUSDT,FUN,USDT,TRADING
CVCUSDT,CVC,USDT,TRADING
BTTTRX,BTT,TRX,BREAK
WINTRX,WIN,TRX,TRADING
CHZBNB,CHZ,BNB,TRADING
CHZBTC,CHZ,BTC,TRADING
CHZUSDT,CHZ,USDT,TRADING
BANDBNB,BAND,BNB,BREAK
BANDBTC,BAND,BTC,TRADING
BANDUSDT,BAND,USDT,TRADING
BNBBUSD,BNB,BUSD,BREAK
BTCBUSD,BTC,BUSD,BREAK
BUSDUSDT,BUSD,USDT,BREAK
BEAMBNB,BEAM,BNB,BREAK
BEAMBTC,BEAM,BTC,BREAK
BEAMUSDT,BEAM,USDT,BREAK
XTZBNB,XTZ,BNB,BREAK
XTZBTC,XTZ,BTC,TRADING
XTZUSDT,XTZ,USDT,TRADING
RENUSDT,REN,USDT,TRADING
RVNUSDT,RVN,USDT,TRADING
HCUSDT,HC,USDT,BREAK
HBARBNB,HBAR,BNB,TRADING
HBARBTC,HBAR,BTC,TRADING
HBARUSDT,HBAR,USDT,TRADING
NKNBNB,NKN,BNB,BREAK
NKNBTC,NKN,BTC,TRADING
NKNUSDT,NKN,USDT,TRADING
XRPBUSD,XRP,BUSD,BREAK
ETHBUSD,ETH,BUSD,BREAK
BCHABCBUSD,BCHABC,BUSD,BREAK
LTCBUSD,LTC,BUSD,BREAK
LINKBUSD,LINK,BUSD,BREAK
ETCBUSD,ETC,BUSD,BREAK
STXBNB,STX,BNB,TRADING
STXBTC,STX,BTC,TRADING
STXUSDT,STX,USDT,TRADING
KAVABNB,KAVA,BNB,BREAK
KAVABTC,KAVA,BTC,TRADING
KAVAUSDT,KAVA,USDT,TRADING
BUSDNGN,BUSD,NGN,BREAK
BNBNGN,BNB,NGN,BREAK
BTCNGN,BTC,NGN,BREAK
ARPABNB,ARPA,BNB,BREAK
ARPABTC,ARPA,BTC,TRADING
ARPAUSDT,ARPA,USDT,TRADING
TRXBUSD,TRX,BUSD,BREAK
EOSBUSD,EOS,BUSD,BREAK
IOTXUSDT,IOTX,USDT,TRADING
RLCUSDT,RLC,USDT,TRADING
MCOUSDT,MCO,USDT,BREAK
XLMBUSD,XLM,BUSD,BREAK
ADABUSD,ADA,BUSD,BREAK
CTXCBNB,CTXC,BNB,BREAK
CTXCBTC,CTXC,BTC,TRADING
CTXCUSDT,CTXC,USDT,TRADING
BCHBNB,BCH,BNB,TRADING
BCHBTC,BCH,BTC,TRADING
BCHUSDT,BCH,USDT,TRADING
BCHUSDC,BCH,USDC,TRADING
BCHTUSD,BCH,TUSD,BREAK
BCHPAX,BCH,PAX,BREAK
BCHBUSD,BCH,BUSD,BREAK
BTCRUB,BTC,RUB,BREAK
ETHRUB,ETH,RUB,BREAK
XRPRUB,XRP,RUB,BREAK
BNBRUB,BNB,RUB,BREAK
TROYBNB,TROY,BNB,BREAK
TROYBTC,TROY,BTC,BREAK
TROYUSDT,TROY,USDT,TRADING
BUSDRUB,BUSD,RUB,BREAK
QTUMBUSD,QTUM,BUSD,BREAK
VETBUSD,VET,BUSD,BREAK
VITEBNB,VITE,BNB,BREAK
VITEBTC,VITE,BTC,TRADING
VITEUSDT,VITE,USDT,TRADING
FTTBNB,FTT,BNB,BREAK
FTTBTC,FTT,BTC,BREAK
FTTUSDT,FTT,USDT,TRADING
BTCTRY,BTC,TRY,TRADING
